Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk,Stress_Tested_Income,Loan_Coverage_Ratio
68556,391818,29,Salary,30174,4860,0,3.59,515,1,68556.0,7.897530864197531
68780,651555,66,Salary,20332,8466,0,2.47,749,1,68780.0,5.722655327191117
49466,231159,37,Other,11816,8417,0,2.56,678,1,49466.0,4.473090174646549
39352,120058,41,Salary,11388,3652,0,0.19,575,1,39352.0,7.657174151150055
106197,192612,51,Salary,34786,2245,0,0.08,324,1,106197.0,31.80890868596882
66537,474876,21,Business,16031,4209,0,1.43,340,1,66537.0,11.99952482775006
45354,442385,46,Salary,11141,5959,0,3.1,695,1,45354.0,5.7413995636851825
78319,60248,37,Salary,26591,822,0,0.52,353,1,78319.0,62.929440389294406
57817,435607,26,Business,5927,5323,0,0.72,302,1,57817.0,9.748262258125118
54942,511281,41,Agriculture,15374,8581,0,2.2,420,1,38459.399999999994,2.69029250670085
71245,86237,43,Agriculture,20128,4831,0,4.54,803,0,49871.5,6.156799834402815
34162,52835,28,Salary,12298,964,0,0.3,645,1,34162.0,22.680497925311204
67053,474306,48,Business,29743,4342,0,9.49,695,1,67053.0,8.592814371257486
98259,653978,60,Agriculture,36791,6610,0,0.32,659,1,68781.3,4.839682299546142
69324,79990,33,Salary,18468,713,0,0.69,611,1,69324.0,71.32678821879382
52476,442216,73,Salary,7488,15513,0,1.71,441,1,52476.0,2.900019338619223
49858,272849,52,Salary,14841,4094,0,1.06,536,1,49858.0,8.553248656570592
51793,472268,62,Business,20131,6284,0,0.51,600,1,51793.0,5.038510502864417
54921,485552,21,Salary,23341,14004,1,1.04,844,1,54921.0,2.255069980005713
52444,431028,61,Agriculture,20210,12788,0,0.56,795,1,36710.799999999996,1.290334688770722
78326,423042,37,Other,11743,4386,0,1.03,705,1,78326.0,15.180802553579571
25336,73253,58,Salary,8707,866,0,3.19,748,1,25336.0,19.202078521939953
77240,409895,63,Business,31333,5005,0,1.66,744,1,77240.0,9.172227772227773
52406,76393,32,Salary,17398,1871,0,1.57,667,1,52406.0,18.71084981293426
67539,456499,32,Salary,22540,6841,0,0.48,754,1,67539.0,6.577839497149539
37460,66408,21,Agriculture,9929,4583,0,4.06,340,1,26222.0,3.5550949159938905
86573,463697,52,Salary,27329,17811,1,4.81,312,1,86573.0,3.32625905339397
84913,86325,62,Remittance,16042,1270,1,1.07,544,1,84913.0,54.229133858267716
79192,264926,41,Business,8938,5830,0,0.66,330,1,79192.0,12.050428816466553
29705,80345,27,Salary,11474,691,1,0.79,487,1,29705.0,26.383502170767006
76582,489382,36,Salary,32851,7778,1,3.72,409,1,76582.0,5.622396502957058
68097,543038,40,Salary,27036,25828,0,0.85,827,1,68097.0,1.589786278457488
27895,29133,70,Remittance,5678,2092,0,0.01,661,1,27895.0,10.619980879541108
59514,510493,25,Business,6821,5652,0,0.16,323,1,59514.0,9.322894550601557
67291,583904,37,Salary,12358,19130,0,0.09,643,1,67291.0,2.871562990067956
71122,266818,54,Business,27869,8265,0,1.45,703,1,71122.0,5.233272837265578
63545,429598,31,Business,20503,7436,0,2.93,479,1,63545.0,5.788327057557827
65825,284682,68,Agriculture,28810,7026,0,0.68,786,1,46077.5,2.4576572729860517
89472,175796,69,Salary,18502,2237,0,1.25,836,1,89472.0,31.72552525704068
84521,466750,39,Salary,24008,7242,0,0.1,840,1,84521.0,8.355840927920465
5000,6602,60,Salary,1862,275,0,1.52,351,1,5000.0,11.41090909090909
53651,474569,61,Salary,8937,4905,1,4.31,547,1,53651.0,9.116004077471967
56707,526284,56,Salary,24765,9075,1,2.35,727,1,56707.0,3.519779614325069
24958,207284,28,Salary,7467,2659,0,4.12,543,1,24958.0,6.578036855960888
61884,361651,20,Salary,5132,29105,0,0.78,564,1,61884.0,1.9499055145164061
84975,492616,37,Salary,7589,6185,1,0.92,480,1,84975.0,12.511883589329022
38269,377094,25,Salary,15553,8863,0,1.62,530,1,38269.0,2.563014780548347
66728,190513,34,Remittance,21270,2913,1,0.31,682,1,66728.0,15.605217988328183
41684,50917,54,Business,15104,1153,0,4.93,314,1,41684.0,23.052905464006937
46562,271849,51,Salary,17232,2273,0,1.96,740,1,46562.0,12.903651561812582
89548,324474,29,Business,21095,8786,0,0.25,701,1,89548.0,7.791145003414523
49149,175079,19,Salary,18455,1583,0,0.67,376,1,49149.0,19.389766266582438
69244,39283,30,Remittance,29559,353,0,0.63,725,0,69244.0,112.42209631728045
22576,139165,43,Business,3244,2422,0,3.4,587,1,22576.0,7.981833195706028
97246,292547,62,Salary,35274,6525,1,3.75,475,1,97246.0,9.497624521072797
72053,164616,38,Remittance,13970,3097,0,0.61,550,1,72053.0,18.754601226993866
56350,49819,34,Agriculture,11211,419,0,2.81,584,1,39445.0,67.38424821002387
71511,283286,49,Agriculture,16642,3594,0,0.5,416,1,50057.7,9.297634947134112
31804,281472,22,Salary,12708,3974,0,1.38,634,1,31804.0,4.805234021137393
83651,309373,30,Salary,7375,19483,0,0.2,646,1,83651.0,3.9150028229738747
53520,372028,20,Business,12874,3592,0,3.49,502,1,53520.0,11.315701559020045
55919,429860,47,Salary,18544,20420,0,0.64,553,1,55919.0,1.8303134182174339
50167,181452,43,Business,6063,10628,1,3.23,639,1,50167.0,4.149792999623636
48387,401882,51,Agriculture,18055,9641,0,1.84,577,1,33870.9,1.6404833523493414
73893,522635,53,Salary,31663,8245,0,0.61,539,1,73893.0,5.121892055791388
65118,378518,40,Salary,7400,3483,1,2.47,826,1,65118.0,16.571346540338787
73035,37206,67,Salary,9976,382,0,0.31,783,0,73035.0,165.0759162303665
59824,49855,70,Salary,26347,1495,0,1.63,509,1,59824.0,22.392642140468226
70264,696543,24,Business,10765,13348,0,2.95,695,1,70264.0,4.457521726101288
51623,409458,70,Agriculture,5638,4253,1,1.58,746,1,36136.1,7.170961674112391
104595,983912,29,Salary,45218,14275,0,1.41,360,1,104595.0,4.159509632224168
28641,259828,32,Agriculture,11751,8424,0,0.42,626,1,20048.699999999997,0.9850071225071222
85219,59160,48,Business,27493,1080,0,1.49,740,0,85219.0,53.45
87358,700834,19,Agriculture,24812,8804,0,3.13,331,1,61150.6,4.1275102226260785
42957,205587,38,Salary,18047,1756,1,1.6,485,1,42957.0,14.185649202733485
104585,836764,29,Agriculture,33733,10024,0,0.55,739,1,73209.5,3.938198324022346
79910,45053,45,Agriculture,25859,3277,0,0.09,815,0,55937.0,9.178516936222154
79423,257163,64,Salary,31147,2918,0,0.42,846,1,79423.0,16.544208361891705
60560,462532,70,Business,19482,11831,1,3.69,632,1,60560.0,3.4720649142084357
55655,447115,30,Remittance,14824,4254,0,0.98,323,1,55655.0,9.59826046074283
55812,356487,49,Salary,12513,6668,0,0.11,315,1,55812.0,6.493551289742052
67811,227976,45,Agriculture,18049,6793,0,1.4,746,1,47467.7,4.330737523921684
88024,303546,41,Other,24058,4854,0,0.35,704,1,88024.0,13.177997527812114
63626,616171,54,Remittance,13585,15575,0,5.53,406,1,63626.0,3.212905296950241
41771,195176,74,Salary,10267,5209,0,2.87,372,1,41771.0,6.047993856786332
76489,363146,41,Business,28813,4913,0,5.36,380,1,76489.0,9.704050478322817
78423,450710,21,Other,18360,4751,0,2.04,783,1,78423.0,12.642180593559251
73093,320898,70,Business,6539,3141,0,0.35,721,1,73093.0,21.188793377905125
74910,430761,71,Salary,13837,7839,0,0.12,822,1,74910.0,7.790917208827657
54581,251465,36,Salary,9046,13087,0,1.45,362,1,54581.0,3.479407045159318
41420,346014,46,Agriculture,15476,5384,0,0.11,683,1,28993.999999999996,2.5107726597325404
42636,389522,67,Salary,10499,6619,0,7.6,808,1,42636.0,4.855265145792416
27291,255309,46,Salary,5014,7673,1,0.77,593,1,27291.0,2.9032972761631695
64739,379423,45,Salary,24598,3488,0,2.19,726,1,64739.0,11.508314220183486
58331,274180,70,Agriculture,5081,2339,1,1.06,631,1,40831.7,15.284608807182556
51200,368629,65,Salary,7397,20958,0,1.51,303,1,51200.0,2.090037217291726
5000,42320,46,Remittance,1930,432,0,1.59,536,1,5000.0,7.106481481481482
35054,205007,27,Agriculture,9946,2508,1,4.6,444,1,24537.8,5.818102073365231
82417,589267,42,Other,30185,14646,0,2.76,346,1,82417.0,3.5662979653147615
46707,356021,56,Remittance,18222,4417,0,0.26,628,1,46707.0,6.448947249264206
67212,465493,33,Salary,28802,17977,0,3.67,811,1,67212.0,2.136619013183512
32186,244236,48,Business,3330,12528,0,0.18,329,1,32186.0,2.3033205619412516
88774,220349,55,Salary,33354,1847,1,0.39,481,1,88774.0,30.005414185165133
57119,298993,22,Other,19549,3704,0,0.96,668,1,57119.0,10.143088552915767
65801,400633,50,Salary,10304,10182,0,0.02,472,1,65801.0,5.450500883912787
106516,55765,60,Business,45241,920,0,0.22,364,1,106516.0,66.60326086956522
90329,779688,30,Agriculture,20735,6803,0,0.02,405,1,63230.299999999996,6.246552991327355
53869,339118,49,Salary,22001,5711,1,0.7,313,1,53869.0,5.580108562423393
48136,83121,58,Agriculture,14628,761,0,0.36,846,1,33695.2,25.055453350854137
53489,441573,20,Salary,14704,4172,1,1.37,570,1,53489.0,9.296500479386385
70198,513291,54,Salary,9759,10439,0,2.83,819,1,70198.0,5.789730817128078
57896,446022,32,Salary,24218,5117,0,0.73,677,1,57896.0,6.581590775845222
52095,220070,40,Salary,14897,2641,0,1.17,492,1,52095.0,14.084816357440364
89344,769692,54,Business,7349,8077,0,0.05,819,1,89344.0,10.151665222235978
57716,255870,18,Remittance,5008,4966,0,1.05,443,1,57716.0,10.61377366089408
105992,627455,18,Salary,38976,35567,0,0.32,399,1,105992.0,1.8842185171647876
61815,31285,43,Business,8649,1027,0,0.96,743,0,61815.0,51.7682570593963
95706,634176,72,Remittance,28859,8070,1,1.42,604,1,95706.0,8.283395291201982
67146,491688,18,Agriculture,22292,5137,0,8.57,532,1,47002.2,4.810239439361495
79259,466640,62,Salary,14533,4983,0,5.4,624,1,79259.0,12.989363837045957
45508,237429,22,Remittance,13227,3164,0,1.09,833,1,45508.0,10.20259165613148
42925,351744,45,Salary,7250,16628,0,2.2,454,1,42925.0,2.1454775078181383
69194,482493,42,Business,29763,34794,1,0.29,796,1,69194.0,1.1332701040409265
79771,250617,44,Business,31770,2598,0,1.27,801,1,79771.0,18.476135488837567
60805,584409,22,Agriculture,11345,8193,0,1.48,718,1,42563.5,3.8103869156597097
34272,247411,60,Salary,9447,2563,0,0.96,386,1,34272.0,9.685914943425672
32795,324192,33,Salary,8698,10959,0,0.66,349,1,32795.0,2.1988320102199106
31457,305982,61,Agriculture,13690,5464,0,1.88,366,1,22019.899999999998,1.5245058565153728
24648,227492,55,Salary,5565,2044,0,0.2,686,1,24648.0,9.33610567514677
62190,477372,49,Salary,17912,15635,0,1.53,520,1,62190.0,2.8319795330988167
82501,518897,35,Agriculture,34949,27830,0,0.06,843,1,57750.7,0.8193208767517067
59732,127565,55,Business,8377,1545,0,0.05,303,1,59732.0,33.23948220064725
14792,83750,74,Salary,4196,1099,0,0.36,505,1,14792.0,9.641492265696087
56185,436618,70,Salary,6692,3803,0,2.79,445,1,56185.0,13.014199316329213
56744,309149,70,Other,17504,2813,0,0.71,785,1,56744.0,13.949520085318166
101920,891624,30,Salary,21944,9594,0,1.99,366,1,101920.0,8.336043360433605
30857,47573,51,Salary,13516,3381,1,1.48,524,1,30857.0,5.128955930198166
52186,214951,40,Salary,12196,3365,0,3.11,777,1,52186.0,11.884101040118871
94117,499447,73,Salary,12272,4591,0,0.13,835,1,94117.0,17.827270747113918
69000,317889,72,Other,26812,5403,0,4.3,804,1,69000.0,7.808254673329632
71266,109149,67,Salary,27346,942,0,0.96,660,1,71266.0,46.62420382165605
62292,122000,27,Salary,20999,1479,0,0.94,389,1,62292.0,27.919540229885058
66599,563252,36,Business,23780,23645,0,1.5,353,1,66599.0,1.8109113977585114
75552,385440,58,Salary,13444,5753,0,3.14,526,1,75552.0,10.795758734573266
43810,42183,60,Salary,13912,484,0,4.7,563,1,43810.0,61.77272727272727
77561,50932,37,Other,7296,2672,0,0.79,583,0,77561.0,26.29678143712575
32540,162635,25,Agriculture,4974,3304,0,0.94,327,1,22778.0,5.38861985472155
66567,137234,25,Salary,28287,1534,0,0.32,672,1,66567.0,24.954367666232073
63575,457657,57,Salary,22475,15801,0,1.16,517,1,63575.0,2.6011011961268276
47674,384041,43,Salary,7883,7740,1,0.24,359,1,47674.0,5.140956072351421
59546,158917,45,Salary,7218,1837,0,0.5,804,1,59546.0,28.485574305933586
47549,291270,64,Business,20498,3042,0,0.27,496,1,47549.0,8.892504930966469
38566,75868,18,Business,4686,1116,1,0.94,427,1,38566.0,30.3584229390681
52928,179110,61,Agriculture,9269,1553,0,1.34,571,1,37049.6,17.888345138441725
37920,339140,33,Remittance,5596,3030,0,1.45,823,1,37920.0,10.667986798679868
66456,376735,71,Salary,5500,5967,0,2.02,754,1,66456.0,10.215518686106922
36998,329872,72,Remittance,7260,11255,0,3.68,355,1,36998.0,2.6422034651266104
74240,195983,46,Business,32699,2053,0,0.7,678,1,74240.0,20.23429128105212
36370,132213,36,Salary,7511,3456,0,1.94,666,1,36370.0,8.350405092592593
48674,242107,31,Agriculture,12976,2350,0,0.65,788,1,34071.799999999996,8.976936170212763
47508,240427,28,Salary,16913,3188,1,0.66,832,1,47508.0,9.596925972396487
86503,863097,74,Business,24558,15819,0,3.56,710,1,86503.0,3.9158606738731905
66606,105719,28,Agriculture,23654,1466,0,0.97,660,1,46624.2,15.668622100954977
55765,479226,43,Salary,18113,6891,0,0.04,494,1,55765.0,5.463938470468728
69974,609122,45,Remittance,21354,5445,0,0.59,795,1,69974.0,8.929292929292929
17856,102768,56,Salary,5721,2924,0,1.85,819,1,17856.0,4.150136798905609
59137,222849,66,Agriculture,22217,1985,0,0.74,846,1,41395.899999999994,9.661914357682617
99950,542993,49,Salary,34260,35294,0,1.48,826,1,99950.0,1.8612228707429024
62647,205385,61,Salary,23365,2160,1,0.3,653,1,62647.0,18.18611111111111
61358,496480,50,Salary,8214,4460,0,1.26,826,1,61358.0,11.915695067264574
70963,371396,42,Remittance,23470,6807,0,5.85,731,1,70963.0,6.977082415160864
77912,724231,26,Salary,27479,36410,0,0.76,432,1,77912.0,1.385141444658061
20051,128639,29,Remittance,3829,1301,0,0.45,317,1,20051.0,12.468870099923135
26353,141938,42,Salary,10636,1378,0,1.64,840,1,26353.0,11.40566037735849
64206,465825,20,Salary,12375,9641,0,1.15,535,1,64206.0,5.376102064101234
45702,241643,36,Salary,7779,3553,0,6.84,781,1,45702.0,10.673515339150015
86241,784173,44,Salary,34568,7887,0,3.1,458,1,86241.0,6.551667300621276
53697,120938,44,Remittance,9204,3694,1,0.8,498,1,53697.0,12.044667027612345
21309,207695,64,Salary,4981,2598,0,2.12,754,1,21309.0,6.2848344880677445
34640,284596,73,Business,7487,4864,0,1.4,589,1,34640.0,5.5824424342105265
5006,43437,59,Business,2064,1409,0,1.68,673,1,5006.0,2.0880056777856635
55317,281432,22,Business,13743,2765,0,0.96,476,1,55317.0,15.035804701627486
56232,475352,41,Business,18944,10100,1,0.4,638,1,56232.0,3.691881188118812
51511,175877,59,Remittance,19255,1558,0,0.03,568,1,51511.0,20.70346598202824
81578,631292,51,Business,25479,8595,0,0.85,813,1,81578.0,6.526934264107039
83970,154024,44,Business,36037,2280,1,1.1,571,1,83970.0,21.023245614035087
56592,193374,42,Business,21331,3350,0,0.2,348,1,56592.0,10.525671641791044
17306,81935,41,Business,3947,1482,0,2.43,705,1,17306.0,9.01417004048583
72346,257699,51,Salary,31239,2568,0,0.58,825,1,72346.0,16.00739875389408
71107,296990,28,Business,19490,3487,0,1.08,786,1,71107.0,14.802695726985947
66188,548764,47,Salary,5848,5743,0,2.7,355,1,66188.0,10.506703813337976
79630,233986,29,Agriculture,14031,4071,1,0.94,850,1,55741.0,10.245639891918447
36703,278215,56,Other,11379,6915,0,1.89,491,1,36703.0,3.662183658712943
100175,120237,67,Other,13826,5623,0,2.61,759,1,100175.0,15.356393384314423
40811,317286,46,Agriculture,12084,3309,0,1.15,647,1,28567.699999999997,4.981474765790268
74984,601688,40,Business,16031,10584,0,0.42,836,1,74984.0,5.570011337868481
26253,113312,71,Agriculture,7291,1691,0,0.04,488,1,18377.1,6.555943228858663
41395,304814,55,Salary,3340,4862,0,1.2,634,1,41395.0,7.827025915261209
90327,830450,42,Salary,35581,14180,0,2.12,676,1,90327.0,3.860789844851904
54782,444105,19,Salary,11719,5172,0,2.03,385,1,54782.0,8.32617942768755
76798,323261,18,Salary,10126,4158,0,5.13,727,1,76798.0,16.034632034632036
64739,330171,30,Other,15669,2822,0,1.82,379,1,64739.0,17.388377037562012
57901,457644,31,Remittance,15048,16949,0,1.24,756,1,57901.0,2.5283497551477963
87277,286238,59,Business,27565,3871,0,0.09,369,1,87277.0,15.425471454404546
55267,449701,46,Salary,15148,23882,0,2.03,398,1,55267.0,1.6798844317896324
24385,88193,74,Business,2343,889,1,2.3,572,1,24385.0,24.794150731158606
43935,358374,48,Salary,17682,4562,0,0.85,400,1,43935.0,5.754712845243314
71024,94079,69,Agriculture,17678,1615,0,0.23,342,1,49716.799999999996,19.838266253869968
67910,62598,49,Other,7367,635,0,1.7,328,1,67910.0,95.34330708661417
28659,285957,38,Salary,10488,4677,0,1.74,457,1,28659.0,3.8851828094932648
45513,398687,58,Salary,14758,10893,1,1.05,570,1,45513.0,2.823372808225466
48366,429831,43,Salary,15491,6819,0,0.69,324,1,48366.0,4.821088136090336
52691,502522,33,Salary,12538,25574,0,0.56,375,1,52691.0,1.5700711660279971
32482,151496,44,Salary,7532,1390,0,0.28,637,1,32482.0,17.949640287769785
47433,152968,55,Salary,13207,1682,0,1.2,475,1,47433.0,20.348394768133176
45428,78828,39,Salary,4485,838,1,0.06,717,1,45428.0,48.85799522673031
75431,396879,58,Salary,14378,3728,1,0.33,763,1,75431.0,16.376877682403432
76182,197346,73,Salary,33941,2024,0,0.17,316,1,76182.0,20.87005928853755
57084,535889,41,Agriculture,18553,9139,0,0.63,822,1,39958.799999999996,2.342247510668563
52159,28063,34,Salary,12258,1131,0,0.26,676,1,52159.0,35.279398762157385
62798,116827,40,Remittance,10191,2233,0,0.42,752,1,62798.0,23.55888938647559
43668,124084,65,Salary,15534,1099,1,2.52,563,1,43668.0,25.59963603275705
37063,88584,28,Salary,6534,774,0,0.09,300,1,37063.0,39.44315245478036
41196,108959,73,Salary,5771,1148,1,1.03,787,1,41196.0,30.85801393728223
47304,318472,41,Agriculture,6489,9345,0,0.43,612,1,33112.799999999996,2.848988764044943
36731,132649,65,Salary,12850,4020,0,2.61,320,1,36731.0,5.940547263681592
63241,401121,62,Business,20101,3748,0,0.14,391,1,63241.0,11.510138740661686
74594,668172,62,Salary,7894,24451,0,1.95,413,1,74594.0,2.727904789170177
28258,175886,69,Other,3463,2342,0,1.46,507,1,28258.0,10.587105038428694
60503,429454,28,Salary,19030,8126,0,0.64,543,1,60503.0,5.103741078021167
55601,220863,51,Salary,16197,4950,0,3.9,535,1,55601.0,7.960404040404041
66830,134831,23,Remittance,22309,1583,0,2.17,778,1,66830.0,28.124447252053063
59741,211815,35,Salary,8715,1832,0,3.05,819,1,59741.0,27.852620087336245
30928,298786,20,Salary,10789,3113,1,1.79,673,1,30928.0,6.469322197237392
34752,222663,56,Agriculture,14817,3452,0,3.03,649,1,24326.399999999998,2.754750869061413
60588,190026,52,Salary,18321,3189,0,2.13,776,1,60588.0,13.253998118532456
80576,385451,60,Salary,12293,3503,0,4.33,447,1,80576.0,19.49272052526406
15716,132602,28,Salary,5209,1781,0,0.89,607,1,15716.0,5.899494665918024
66915,458382,36,Salary,13847,6984,1,1.92,654,1,66915.0,7.598510882016036
83792,488189,56,Remittance,8231,5693,0,3.93,457,1,83792.0,13.272615492710345
56939,507272,65,Business,10925,13487,0,2.32,824,1,56939.0,3.4117298138948615
71004,489088,68,Business,29471,25900,0,2.31,429,1,71004.0,1.6035907335907336
45939,303470,22,Salary,10663,2908,0,0.06,332,1,45939.0,12.130674002751032
57613,132671,40,Business,23041,1710,0,3.1,478,1,57613.0,20.217543859649123
27582,41668,18,Business,7398,1398,0,0.66,749,1,27582.0,14.437768240343347
13113,126788,64,Salary,3557,2869,0,2.49,506,1,13113.0,3.3307772743116066
78855,488046,25,Remittance,6461,4104,1,2.87,419,1,78855.0,17.639863547758285
40300,179294,64,Business,12724,2227,0,0.18,780,1,40300.0,12.382577458464302
50889,310204,26,Agriculture,6101,3844,0,4.27,384,1,35622.299999999996,7.679838709677418
32271,35085,18,Salary,8298,1773,0,0.55,387,1,32271.0,13.521150592216582
31801,264273,68,Salary,5607,2265,0,1.41,795,1,31801.0,11.564679911699779
56523,144593,43,Agriculture,12728,1334,0,0.56,477,1,39566.1,20.118515742128935
45408,369766,42,Agriculture,12656,5196,0,0.02,301,1,31785.6,3.681601231716705
67559,376749,54,Salary,5766,8296,0,0.89,538,1,67559.0,7.448529411764706
69051,215952,33,Salary,12795,2471,0,0.06,708,1,69051.0,22.7664912990692
66417,52270,57,Agriculture,29632,512,0,0.74,717,0,46491.899999999994,32.92949218749999
64772,534396,42,Salary,6557,5515,0,0.57,348,1,64772.0,10.55575702629193
91555,199258,33,Salary,18144,1696,0,2.49,455,1,91555.0,43.28478773584906
38648,38345,40,Business,7688,475,0,1.23,640,1,38648.0,65.17894736842105
58901,452409,18,Salary,12980,9689,1,0.31,663,1,58901.0,4.739498400247704
82654,316185,35,Salary,27554,4807,0,0.5,642,1,82654.0,11.462450592885375
85291,358109,51,Salary,14641,3575,0,1.77,486,1,85291.0,19.762237762237763
31565,89870,25,Remittance,7901,2210,0,0.21,775,1,31565.0,10.707692307692307
53753,465619,24,Salary,17126,12587,0,0.42,342,1,53753.0,2.909907046953206
87162,289781,55,Business,17368,3210,0,0.05,753,1,87162.0,21.742679127725857
70162,175183,42,Other,30243,2920,0,1.22,817,1,70162.0,13.670890410958904
63905,219697,25,Business,28277,2193,0,1.63,677,1,63905.0,16.24623803009576
55646,135215,60,Business,6916,4914,0,0.11,536,1,55646.0,9.916564916564916
52324,184061,62,Business,10842,3814,0,0.85,509,1,52324.0,10.876245411641321
65764,84697,19,Salary,10322,2068,0,9.14,540,1,65764.0,26.809477756286267
54953,110238,29,Business,8194,1262,0,0.25,391,1,54953.0,37.05150554675119
59148,263919,39,Other,15477,2807,0,5.48,422,1,59148.0,15.557890986818668
61572,545216,59,Agriculture,17771,8902,1,1.87,650,1,43100.399999999994,2.8453605931251396
46439,48494,22,Salary,11029,762,0,0.25,603,0,46439.0,46.46981627296588
70643,178049,63,Salary,12775,6780,1,0.71,573,1,70643.0,8.535103244837758
118285,1079857,36,Remittance,21657,12299,0,2.55,561,1,118285.0,7.856573705179283
24460,219043,25,Salary,10936,1838,0,0.34,342,1,24460.0,7.357997823721436
66480,462354,67,Agriculture,28039,4815,0,0.33,778,1,46536.0,3.8415368639667706
44796,124734,22,Salary,4842,3456,0,0.64,826,1,44796.0,11.56076388888889
71548,321122,25,Agriculture,23105,4050,0,0.53,435,1,50083.6,6.661382716049382
60931,152730,72,Agriculture,15175,3483,0,0.52,473,1,42651.7,7.8888027562446155
75237,129527,47,Salary,25194,8489,0,4.54,647,1,75237.0,5.895040640829309
83510,343225,44,Salary,25126,10923,0,2.51,301,1,83510.0,5.345051725716378
63848,381192,57,Agriculture,26115,16516,1,0.45,356,1,44693.6,1.1248849600387503
82641,323900,53,Salary,8660,9768,0,1.77,796,1,82641.0,7.573812448812449
13114,82655,52,Salary,2745,844,1,1.94,395,1,13114.0,12.285545023696683
91809,304294,19,Business,40821,6975,0,0.57,617,1,91809.0,7.310107526881721
67501,255530,49,Salary,9953,2725,0,8.19,786,1,67501.0,21.118532110091742
81557,653386,33,Business,10367,5708,0,0.71,703,1,81557.0,12.47196916608269
35602,314864,64,Salary,12451,4254,0,0.69,449,1,35602.0,5.442172073342737
43385,154421,46,Salary,15951,2397,0,0.96,384,1,43385.0,11.445139758030871
62919,373072,25,Remittance,20684,4011,0,1.97,695,1,62919.0,10.529793069060085
59659,187481,68,Salary,21906,8338,0,8.28,522,1,59659.0,4.5278244183257375
65661,66100,34,Salary,22107,1135,0,1.23,833,0,65661.0,38.373568281938326
81690,613463,33,Business,10639,9313,1,0.52,655,1,81690.0,7.62922796091485
24696,52467,71,Remittance,7533,516,0,0.53,306,1,24696.0,33.26162790697674
79476,361160,62,Business,29203,3614,0,1.07,438,1,79476.0,13.910625345877145
60166,308467,66,Agriculture,24081,2977,0,0.22,710,1,42116.2,6.058179375209942
55924,125968,55,Salary,9569,1442,0,0.71,686,1,55924.0,32.14632454923717
30578,42756,69,Salary,3888,617,0,1.04,708,1,30578.0,43.25769854132901
70061,266661,24,Remittance,25853,2630,0,5.91,428,1,70061.0,16.80912547528517
11718,111868,52,Remittance,2050,1052,0,9.66,437,1,11718.0,9.190114068441064
72968,462894,34,Business,6699,7245,0,3.37,415,1,72968.0,9.146859903381642
30158,124353,40,Salary,11621,1050,0,1.56,683,1,30158.0,17.654285714285713
61069,53109,31,Salary,16319,499,0,3.16,306,1,61069.0,89.67935871743487
57617,357375,29,Salary,11573,5324,0,0.1,748,1,57617.0,8.648384673178061
83391,114783,43,Remittance,7024,5891,1,0.28,455,1,83391.0,12.963333899168223
56427,319048,70,Agriculture,5252,8803,0,0.24,568,1,39498.899999999994,3.8903669203680558
46117,352497,54,Salary,17214,3678,0,1.04,435,1,46117.0,7.8583469276780855
49868,225606,37,Salary,13025,9398,1,0.82,534,1,49868.0,3.9203021919557353
85458,285807,42,Salary,11571,4556,0,0.7,721,1,85458.0,16.217515364354696
70726,67200,48,Salary,15040,869,0,0.36,409,1,70726.0,64.08055235903338
52287,38451,31,Agriculture,7381,360,0,1.43,613,0,36600.899999999994,81.16638888888887
55271,253431,47,Business,6730,2449,0,0.19,331,1,55271.0,19.82074316047366
28656,254803,57,Salary,5222,2695,0,0.05,397,1,28656.0,8.695361781076066
67769,191013,31,Business,19200,3409,0,0.58,677,1,67769.0,14.247286594309182
24804,147671,51,Other,3912,5397,0,0.4,613,1,24804.0,3.8710394663702057
75036,525320,58,Salary,15544,6230,0,0.68,636,1,75036.0,9.549277688603532
62572,67445,47,Salary,16071,2136,0,0.41,424,1,62572.0,21.77013108614232
107739,210571,34,Salary,25363,2900,1,0.73,413,1,107739.0,28.40551724137931
37997,138580,49,Salary,4848,1175,0,3.87,534,1,37997.0,28.21191489361702
57947,397857,63,Business,5469,5570,0,0.22,371,1,57947.0,9.421543985637342
95966,448241,30,Business,8936,5485,0,0.39,789,1,95966.0,15.866909753874202
83828,626602,50,Salary,17568,7356,0,0.79,447,1,83828.0,9.007612833061446
46076,402805,56,Salary,15940,3961,0,9.56,696,1,46076.0,7.608179752587731
64479,496781,36,Remittance,8290,8423,0,0.01,386,1,64479.0,6.670901104119673
60040,595978,40,Salary,22286,9067,0,0.64,658,1,60040.0,4.163891033417889
65639,503217,68,Business,22632,16230,0,2.38,412,1,65639.0,2.6498459642637093
46026,395626,38,Business,3749,5047,0,1.39,455,1,46026.0,8.376659401624728
58214,489433,52,Agriculture,5233,11138,0,0.92,527,1,40749.799999999996,3.188795115819716
28039,208541,26,Agriculture,4266,3121,0,0.23,368,1,19627.3,4.92191605254726
62702,508959,70,Agriculture,6318,5369,0,0.1,368,1,43891.399999999994,6.99821195753399
69000,647185,52,Business,19085,46568,0,3.6,714,1,69000.0,1.0718733894519843
55452,278062,61,Salary,5249,3814,0,1.86,490,1,55452.0,13.162821185107498
27699,181809,52,Salary,10442,5916,0,0.27,612,1,27699.0,2.9170047329276536
