Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk
54959,278109,69,Business,4869,4258,0,0.46,527,1
44280,402916,61,Remittance,4839,3560,0,0.55,318,1
54202,290161,28,Salary,11084,5496,0,0.71,412,1
63968,247753,50,Salary,26836,6129,0,1.19,339,1
44656,293996,68,Salary,10153,2461,0,4.5,849,1
43874,249570,72,Salary,17917,3601,0,0.24,767,1
32795,55036,61,Salary,8235,523,0,1.73,812,1
67815,286918,25,Business,12673,2599,0,0.05,400,1
70906,246511,31,Salary,29301,3625,1,1.22,742,1
64633,552284,30,Agriculture,18579,9022,0,0.22,610,1
79303,325063,26,Remittance,16922,4533,0,1.24,463,1
61757,512878,27,Remittance,5955,4953,1,1.71,668,1
67840,319031,36,Business,8212,2746,1,0.89,824,1
66077,506035,49,Salary,8692,10663,0,0.69,553,1
58169,103842,40,Salary,12506,1132,0,1.04,316,1
49384,458490,41,Salary,15048,10707,0,0.7,764,1
104283,528227,32,Other,20211,6774,1,2.51,403,1
